"ID","Name","Rating","Degree","Specialization","Review_Date","Review_Text","Word_Count","Sentiment_Label","Sentiment_Score"
99,"College Ninja",3.7,"B.Tech","Artificial Intelligence & Machine Learning","2025-01-02","The rules are very strict and they aren’t flexible. One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc",111,"Neutral",1.3
100,"Review Ninja",3.8,"B.Tech","Artificial Intelligence & Machine Learning","2025-01-01","Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech",71,"Positive",1.7
101,"Rating Sage",4.1,"B.Tech","Electronics & Communication Engineering","2025-01-01","Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des The experience at my college is very good because my college provides A good environment for us to learn to grow and to know a lots of people from around the country which is a very good experience to increase your connections which is very helpful. The faculties in my college are also well experienced in the field and they easily explain us the concepts needed for our jobs and for our future. The infrastructure of colleges also very good which gives us a positive Vibe all the time.",105,"Positive",2.3
102,"Yashwant Mandal",3.6,"MCA","Core","2024-12-31","The course that I choose is EEE department which is quite tough on its own but the teachers made it very easy the way to explain and teacher is also good that's why the scores is easy and I can explode a lot of options for my future which can lead it My college is very peculiar about their rules they take care of the rules all the time with sometimes can be hard for the students to keep up with so I guess they should liberate their rules a little bit to help us. Also the intime rules are a little different from other colleges as we have to get inside our hostels at 9 and colleges at 6 in the evening which can be tough sometimes and if you feel to do so we are punished. So I guess they should look into this.",146,"Positive",2
103,"College Ninja",4.6,"B.Tech","Blockchain","2024-12-31","As my college is still under construction for few parts so they sometimes is hard for us to cope up with but still we can manage for that. the partnership with universities world wide providing opportunities for students exchange program and international collaborations the faculties are very excellent they help in every category",53,"Neutral",1.3
104,"Rating Sage",4.3,"B.Tech","Artificial Intelligence & Machine Learning","2024-12-31","environmets is so good you are free for doings a lot of things timming is not good they provide a unnecessary projects sometime they provided a mental pressure",28,"Positive",1.7
105,"Review guru",2.7,"B.Tech","Information Technology","2024-12-31","placements is also a big issue they promise a lot of things but  in the end of the  final year you got a normal package The best thing about the college was the vivid campus life full of students from every corner of the country and abroad. The college space is expanding so more students can be accommodated, providing enough living space for all students. For interaction of students, VIT provides almost 200 clubs and chapters with a provision of opening a club of your own with the people of similar interests giving ample opportunities for the students to participate in extra curricular activities.",104,"Positive",3
106,"Review Ninja",3.5,"B.Tech","Electrical And Electronics Engineering","2024-12-31","The course structures are well set for students to understand the subject with knowledgeable faculties. Gives students a great chance to expand beyond the horizon and explore opportunities in research. The campus has a huge crowd which increases competition. Everyone wants to be here. You always have to prove yourself and the relative grading system keeps you in check to perform better. The competition factor is great but sometimes overwhelming. A strict 75% attendance criteria. It is great, keeps students in check and keeps the learning going. But in case of emergencies, the attendance criteria is sometimes hard to maintain.",100,"Positive",1.7
107,"Pranav S",4.1,"B.Tech","Electronics & Communication Engineering","2024-12-30","The college is very clean. The infrastructure appears very nice ,and it is a green campus. The AC hostel commodities are very good and clean as well. The bathrooms of academic blocks and hostels are thoroughly washed everyday.",38,"Positive",2.7
108,"Sideshwar",3.8,"B.Tech","Electrical And Electronics Engineering","2024-12-30","Fee structure is very shaky.What we pay depends on our viteee rank. However there is no solid proof to confirm out viteee rank in the first place,as VIT doesn't provide us with marks. Some academic blocks are poorly maintained especially the older ones.",43,"Negative",1
109,"Review guru",5,"B.Tech","Artificial Intelligence & Machine Learning","2024-12-30","1. College has wonderful structure with lots of students all across India  2. There are all type of students like from zero to hero students..it's just with whom you spend your most of time  3. Expert faculty. if you could just make a your faculty as a mentor you would just be at another level cause of the connections and knowledge they have ",63,"Positive",2.3
110,"College Ninja",2.6,"B.Tech","Artificial Intelligence & Machine Learning","2024-12-30","1. Lot of students ...like In our batch itself we have 3800 student in Cse itself  2. In our previous batch the intake of students was 5000 3. No sports facilities. We only have 3-5 nets in for cricket practice ",40,"Positive",1.7
111,"College Ninja",3.1,"B.Tech","Internet of Things","2024-12-30","I love the college campus which is well designed and eco friendly  The college campus placement is very good . Faculties are very nice here they are very knowledgeable and having good sence of humar",35,"Positive",3.3
112,"Review Ranger",4.4,"B.Tech + M.Tech","Artificial Intelligence","2024-12-29","First thing is that the fees is very high Security is very tight here and sometimes they didn't even listen  Other than that everything this is good here nothing dislike ",30,"Neutral",1.3
113,"Review Ninja",4.3,"B.Tech","Cyber Security and Digital Forensics","2024-12-29","The faculty at Vit bhopal is highly knowledgeable, supportive and approachable. The placement team is highly efficient, providing guidance for resume building, mock interviews, and soft-skills training. STAR scholarship provided me significantly eased the financial burden.",36,"Positive",2.7
114,"College Ninja",3.6,"B.Tech","Computer Science and Engineering","2024-12-29","The bhopal campus is located slightly away from the main city. There is no facility to stay for parents. The food quality and variety in the hostel mess need improvement. ",30,"Positive",1.7
115,"College Ninja",2.7,"B.Tech","Computer Science and Engineering","2024-12-28","College campus is looking good and having nice infrastructure  Placement team is very supportive and helping students to achieve their dreams  Faculty is also very intelligent and having great knowledge ",30,"Positive",3.3
116,"Review Ninja",3.1,"B.Tech","Computer Science and Engineering","2024-12-28","The first things is  that fees is very high according to the campus  College se far form the main city which cause problems some time  Nothing more than that I like the college and faculty ",35,"Neutral",1.3
117,"Review guru",3.3,"B.Sc {Hons.}","Agriculture","2024-12-28","Faculty co-ordination and their mentorship (moso professors are friendly with students). Good campus life, Campus is beautiful and eco friendly  Placement team is highly friendly and good placement ",28,"Positive",2.3
